通知人,标题,日期,详情链接,附件名,附件下载次数,附件链接码
【教材中心】,关于开展2026年拟出版本科教材审核工作的通知,2025-12-30,https://jwch.fzu.edu.cn/info/1042/14433.htm,附件1：福州大学教材管理实施细则.pdf; 附件2：福州大学本科教材编写人员汇总表.docx; 附件3：福州大学本科教材编写人员政治审查表.docx; 附件4：福州大学本科教材校外编写人员政治审查表.docx; 附件5：福州大学自编教材内容审核表.docx,335; 304; 271; 285; 318,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759535; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759536; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759537; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759538; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759539
【教学运行】,关于2026年元旦放假课程调整的通知,2025-12-29,https://jwch.fzu.edu.cn/info/1036/14431.htm,无附件,0,无
【教材中心】,关于开展2024年本科数字教材建设项目中期检查和结项验收工作的通知,2025-12-25,https://jwch.fzu.edu.cn/info/1042/14424.htm,附件1.福州大学2024年本科数字教材建设项目名单.xls; 附件2.福州大学教材建设项目中期检查表.docx; 附件3.福州大学教材建设项目结题验收申请表.docx; 附件4：福州大学教材建设项目检查验收汇总表.xls; 附件5.福州大学本科教材编写人员政治审查表.docx,227; 218; 222; 202; 178,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759389; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759390; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759391; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759392; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16759393
【质量办】,关于举办福州大学第七十七场“教学有道”研讨活动的通知,2025-12-18,https://jwch.fzu.edu.cn/info/1040/14416.htm,无附件,0,无
【教学运行】,关于2025-2026学年第一学期《工程制图E》课程期末考试安排的通知,2025-12-18,https://jwch.fzu.edu.cn/info/1036/14415.htm,2501制图E期末考-12.28下午.xlsx,470,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16756835
【教学运行】,关于2025-2026学年第一学期《马克思主义基本原理》和《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,2025-12-18,https://jwch.fzu.edu.cn/info/1036/14414.htm,2501马原随堂考 .xlsx; 2501毛概随堂考.xlsx,474; 442,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16756833; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16756834
【教材中心】,关于做好2025-2026学年第二学期教材选用与征订工作的通知,2025-12-12,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=14404,无附件,0,无
【质量办】,关于举办福州大学第七十六场“教学有道”暨版画教学专题研讨会的通知,2025-12-10,https://jwch.fzu.edu.cn/info/1040/14402.htm,无附件,0,无
【质量办】,关于举办福州大学第七十五场“教学有道”研讨活动的通知,2025-12-09,https://jwch.fzu.edu.cn/info/1040/14401.htm,无附件,0,无
【质量办】,关于开展首轮学院本科教学管理质量评估自评工作的通知,2025-12-05,https://jwch.fzu.edu.cn/info/1040/14399.htm,无附件,0,无
【实践科】,关于填报2025年高等教育质量监测数据教学相关数据的通知,2025-12-04,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14395,无附件,0,无
【教学运行】,关于2025-2026学年第一学期《高等数学A（下）》课程期末考试安排的通知,2025-12-01,https://jwch.fzu.edu.cn/info/1036/14384.htm,2501高等数学A（下）期末考-12.7上午.xlsx,438,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16738452
【教学运行】,关于2025-2026学年第一学期《线性代数》和《线性代数与解析几何》课程半期考试安排的通知,2025-12-01,https://jwch.fzu.edu.cn/info/1036/14382.htm,2501线性代数、线性代数与解析几何半期考12.7下午.xlsx,558,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16738466
【教学运行】,关于2025-2026学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,2025-12-01,https://jwch.fzu.edu.cn/info/1036/14383.htm,2501习概随堂考.xlsx,385,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16738448
【教学运行】,关于2025-2026学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,2025-11-24,https://jwch.fzu.edu.cn/info/1036/14373.htm,2501高等数学A（上）、B（上）、C（上）、D半期考11.30上午.xlsx,1323,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16735966
【计划科】,关于组织申报2025-2026学年第二学期通识教育选修课的通知,2025-11-24,https://jwch.fzu.edu.cn/info/1038/14369.htm,无附件,0,无
【教材中心】,关于开展福州大学2022年本科规划教材立项项目结题验收工作的通知,2025-11-18,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=14364,无附件,0,无
【教材中心】,福州大学关于印发教材委员会章程的通知,2025-11-18,https://jwch.fzu.edu.cn/info/1042/14363.htm,无附件,0,无
【教学通知】,福州大学关于印发教材委员会章程的通知,2025-11-18,https://jwch.fzu.edu.cn/info/1012/14362.htm,无附件,0,无
【计划科】,关于2025-2026学年第一学期在校学生申请辅修专业的通知,2025-11-17,https://jwch.fzu.edu.cn/info/1038/14361.htm,无附件,0,无
【教学运行】,关于公布2025-2026学年各学院转专业实施细则的通知,2025-11-14,https://jwch.fzu.edu.cn/info/1036/14352.htm,2025-2026学年各学院转专业实施细则.pdf,7598,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16732856
【综合科】,关于2025-2026学年第一学期再次开放本科生学生证补办、火车票优惠区间更改及信息采集的通知,2025-11-12,https://jwch.fzu.edu.cn/info/1035/14344.htm,无附件,0,无
【教材中心】,关于做好2025-2026学年第一学期本科课程实施与教材使用监测工作的通知,2025-11-12,https://jwch.fzu.edu.cn/info/1042/14342.htm,附件1.关于开展2025-2026学年高校课程实施与教材使用监测工作的通知.pdf; 附件2.2025-2026学年上下学期教材使用工作报告（示例）.docx,465; 247,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16735375; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16735376
【质量办】,关于公布福州大学2025年教师教学创新大赛—入围教学设计创新汇报名单的通知,2025-11-12,https://jwch.fzu.edu.cn/info/1040/14341.htm,无附件,0,无
【实践科】,关于做好2025年本科生科研训练计划项目中期检查工作的通知,2025-11-10,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14321,无附件,0,无
【实践科】,关于做好大学生学科竞赛项目认定工作的通知,2025-11-05,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14316,无附件,0,无
【教学运行】,关于做好2026届预计毕业生电子注册图像采集工作的通知,2025-10-30,https://jwch.fzu.edu.cn/info/1036/14284.htm,附件3：获得图像采集码途径.pdf; 附件1：拍照地点示意图.pdf; 附件2：各学院分班拍摄顺序.pdf,2930; 1857; 2447,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16728635; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16728636; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16728634
【教学运行】,关于2025-2026学年第一学期《概率论与数理统计》课程半期考试安排的通知,2025-11-04,https://jwch.fzu.edu.cn/info/1036/14315.htm,2501概率论半期考11.16下午.xlsx,614,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16729972
【教学运行】,关于2025-2026学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,2025-10-29,https://jwch.fzu.edu.cn/info/1036/14283.htm,2501大物A（下）、B（下）半期考11.9上午.xlsx,723,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16728534
【教学运行】,关于2025-2026学年第一学期《高等数学A（下）》课程半期考试安排的通知,2025-10-29,https://jwch.fzu.edu.cn/info/1036/14281.htm,2501高等数学A（下）半期考11.2上午.xlsx,622,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16728461
【教学运行】,关于做好2025-2026学年本科生转专业工作的通知,2025-10-28,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1036&wbnewsid=14278,无附件,0,无
【教学运行】,福州大学关于印发本科生转专业管理实施办法的通知,2025-10-28,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1036&wbnewsid=14277,无附件,0,无
【实践科】,关于组织参加2026年美国大学生数学建模竞赛的通知,2025-10-24,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14274,无附件,0,无
【质量办】,关于为2025年新上岗教师配备导师的通知,2025-10-21,https://jwch.fzu.edu.cn/info/1040/14264.htm,2025年福州大学新上岗教师达标培训班名单（配导师）.xlsx,1635,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16726268
【质量办】,关于举办福州大学第七十四场“教学有道”研讨活动暨2025年教师教学创新大赛培训会的通知,2025-10-13,https://jwch.fzu.edu.cn/info/1040/14251.htm,无附件,0,无
【教学运行】,关于组织2025级新生开展学籍信息自查工作的通知,2025-10-11,https://jwch.fzu.edu.cn/info/1036/14245.htm,无附件,0,无
【质量办】,关于举办福州大学第七十三场“教学有道”研讨活动的通知,2025-09-28,https://jwch.fzu.edu.cn/info/1040/14235.htm,无附件,0,无
【教学运行】,关于2025-2026-01学期体育理论教室安排（2025级）的通知,2025-09-26,https://jwch.fzu.edu.cn/info/1036/14232.htm,无附件,0,无
【教学运行】,关于2025年国庆节、中秋节放假课程调整的通知,2025-09-24,https://jwch.fzu.edu.cn/info/1036/14229.htm,无附件,0,无
【综合科】,关于召开2025-2026学年秋季学期期初本科教育教学工作会议的通知,2025-09-23,https://jwch.fzu.edu.cn/info/1035/14228.htm,无附件,0,无
【实践科】,关于举办2025年福州大学大学生工程实践与创新能力大赛的通知,2025-09-23,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14227,无附件,0,无
【教学运行】,关于做好2025-2026学年第二学期排课准备工作的通知,2025-09-22,https://jwch.fzu.edu.cn/info/1036/14225.htm,无附件,0,无
【教学运行】,关于2025-2026学年第一学期重新学习选课、缴费的通知,2025-09-22,https://jwch.fzu.edu.cn/info/1036/14224.htm,无附件,0,无
【计划科】,关于2025-2026学年第一学期参加《大学生国家安全教育》课程学习的通知,2025-09-22,https://jwch.fzu.edu.cn/info/1038/14223.htm,超星尔雅使用手册（学生版）.pdf,3632,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16720002
【计划科】,关于通识教育选修课《国际化拔尖创新人才科研训练2025秋》宣讲会及选课的通知,2025-09-19,https://jwch.fzu.edu.cn/info/1038/14220.htm,2025年秋季国际化拔尖创新人才科研训练具体课程清单.xlsx,1886,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16719456
【计划科】,关于2025-2026学年第一学期爱课程平台参加通识教育选修课学习的重要提示,2025-09-18,https://jwch.fzu.edu.cn/info/1038/14219.htm,无附件,0,无
【实践科】,关于开展大学生劳动教育优秀案例征集活动的通知,2025-09-16,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14216,无附件,0,无
【计划科】,关于公布2025-2026学年第一学期通选课取消开课名单的通知,2025-09-15,https://jwch.fzu.edu.cn/info/1038/14213.htm,无附件,0,无
【教研教改】,关于2025级“数智实验班”入选学生名单的公示,2025-09-12,https://jwch.fzu.edu.cn/info/1037/14206.htm,无附件,0,无
【教研教改】,关于2025级“数理综合班”入选学生名单的公示,2025-09-12,https://jwch.fzu.edu.cn/info/1037/14205.htm,无附件,0,无
【教研教改】,关于2025级“嘉锡化学拔尖班”入选学生名单的公示,2025-09-12,https://jwch.fzu.edu.cn/info/1037/14204.htm,无附件,0,无
【教研教改】,关于2025级“数理金融实验班”入选学生名单的公示,2025-09-12,https://jwch.fzu.edu.cn/info/1037/14203.htm,无附件,0,无
【质量办】,关于开展福州大学2025年教师教学创新大赛的通知,2025-09-12,https://jwch.fzu.edu.cn/info/1040/14202.htm,附件1-5.zip,470,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16717599
【教研教改】,关于公布参加2025级“数智实验班”选拔面试学生名单的通知,2025-09-10,https://jwch.fzu.edu.cn/info/1037/14201.htm,无附件,0,无
【教研教改】,关于公布参加2025级“数理综合班”选拔面试学生名单的通知,2025-09-10,https://jwch.fzu.edu.cn/info/1037/14198.htm,无附件,0,无
【教研教改】,关于公布参加2025级“数理金融实验班”选拔面试学生名单的通知,2025-09-10,https://jwch.fzu.edu.cn/info/1037/14197.htm,无附件,0,无
【教研教改】,关于公布参加2025级“嘉锡化学拔尖班”选拔面试学生名单的通知,2025-09-10,https://jwch.fzu.edu.cn/info/1037/14196.htm,无附件,0,无
【教学运行】,关于做好2025年9月退役复学学生转专业的通知,2025-09-10,https://jwch.fzu.edu.cn/info/1036/14199.htm,福州大学本科生转专业管理实施办法.docx; 福州大学参军退伍复学后学生转专业审批表.doc,669; 427,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16716630; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16716625
【教学通知】,关于做好2025年9月退役复学学生转专业的通知,2025-09-10,https://jwch.fzu.edu.cn/info/1012/14194.htm,福州大学本科生转专业管理实施办法.docx; 福州大学参军退伍复学后学生转专业审批表.doc,669; 427,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16716630; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16716625
【教学运行】,关于2025-2026第一学期学期选课、辅修选课补退选和缴费的通知,2025-09-07,https://jwch.fzu.edu.cn/info/1036/14191.htm,无附件,0,无
【综合科】,关于2025-2026学年第一学期本科生学生证补办和火车票优惠区间更改的通知,2025-09-07,https://jwch.fzu.edu.cn/info/1035/14190.htm,无附件,0,无
【综合科】,关于2025级本科生（含访学学生）学生证信息采集的通知,2025-09-07,https://jwch.fzu.edu.cn/info/1035/14186.htm,无附件,0,无
【质量办】,关于开展2025年秋季学期申请类督导听课工作的通知,2025-09-06,https://jwch.fzu.edu.cn/info/1040/14187.htm,附件：2025年秋季学期申请类督导听课汇总表.docx,382,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714968
【质量办】,关于开展2025年工程教育专业认证申请工作的通知,2025-09-06,https://jwch.fzu.edu.cn/info/1040/14188.htm,附件3 工程教育认证申请书（2025版）修订说明.pdf; 附件2 工程教育认证申请书（2025版）.docx; 附件1 2025年接受认证申请的专业领域及专业一览表.pdf,709; 407; 740,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714969; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714970; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714971
【质量办】,关于开学第一周集中听课的通知,2025-09-06,https://jwch.fzu.edu.cn/info/1040/14189.htm,附件1：福州大学课堂教学质量评估表.doc; 附件2：福州大学课堂教学质量评估表（思政课）.docx; 附件3：202501第一周课表.xlsx; 附件4：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,382; 338; 446; 333,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714972; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714973; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714974; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714975
【计划科】,关于2025-2026学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2025-09-06,https://jwch.fzu.edu.cn/info/1038/14185.htm,2025-2026学年第一学期国情课列表.docx; 港澳台侨学生思政课和军事课程退选申请表.docx,937; 930,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714904; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714905
【计划科】,关于2025-2026学年第一学期通识教育选修课选课的通知,2025-09-06,https://jwch.fzu.edu.cn/info/1038/14184.htm,超星尔雅使用手册（学生版）.pdf; 慕课堂学生操作手册.pdf; 智慧树学生手册2025.pptx,1710; 1124; 1556,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714902; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714903; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714901
【教材中心】,关于2025-2026学年第一学期教材发放的通知,2025-09-05,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=14182,无附件,0,无
【教研教改】,福州大学关于开展2025级“数理综合班”招生工作的通知,2025-09-05,https://jwch.fzu.edu.cn/info/1037/14181.htm,附件1：福州大学2025级“数理综合班”招生简章.doc; 附件2：承诺书.doc,2163; 715,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714578; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714579
【教研教改】,福州大学关于开展2025级“数智实验班” 招生工作的通知,2025-09-05,https://jwch.fzu.edu.cn/info/1037/14179.htm,附件2：福州大学2025级“数智实验班”选拔方案.docx; 附件1：福州大学2025级“数智实验班”招生简章.docx; 附件3：承诺书.docx,1900; 2098; 597,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714573; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714572; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714574
【教研教改】,福州大学关于开展2025级“嘉锡化学拔尖班”招生工作的通知,2025-09-04,https://jwch.fzu.edu.cn/info/1037/14177.htm,附件1：福州大学2025级“嘉锡化学拔尖班”招生简章.doc; 附件2：福州大学2025级“嘉锡化学拔尖班”选拔方案.doc,1043; 804,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714466; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714465
【教研教改】,福州大学关于开展2025级“数理金融实验班”招生工作的通知,2025-09-02,https://jwch.fzu.edu.cn/info/1037/14176.htm,附件2：福州大学2025级“数理金融实验班”选拔方案.doc; 附件1：福州大学2025级“数理金融实验班”招生简章.doc; 附件3：2025级数理金融实验班申请表.doc; 附件4：承诺书.doc,1112; 1326; 602; 475,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714218; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714580; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714220; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714221
【电教中心】,关于开展二期智慧教室、智慧实验室使用培训工作的通知,2025-08-29,https://jwch.fzu.edu.cn/info/1041/14172.htm,无附件,0,无
【综合科】,关于填报2024年度非学历教育发展数据的通知,2025-08-20,https://jwch.fzu.edu.cn/info/1035/14171.htm,附件：2024年度福州大学非学历教育数据采集表-模板.xlsx,384,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16712478
【实践科】,福州大学关于公布本科生开放探索性实验项目（课程）立项名单的通知,2025-07-08,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14152,无附件,0,无
【综合科】,教务处关于2025年暑假工作安排的通知,2025-07-05,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=14151,无附件,0,无
【实践科】,关于公布2023年、2024年本科生科研训练计划项目结题成绩的通知,2025-07-04,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14149,无附件,0,无
【实践科】,关于公布2025年第二十五届数学竞赛获奖名单的通知,2025-07-02,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14147,无附件,0,无
【实践科】,关于公布第十六届企业经营模拟沙盘对抗赛获奖名单的通知,2025-06-30,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14143,无附件,0,无
【实践科】,关于公布2025年大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛获奖名单的通知,2025-06-30,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14142,无附件,0,无
【教学运行】,关于2025-2026学年第一学期辅修专业选课的通知,2025-06-30,https://jwch.fzu.edu.cn/info/1036/14141.htm,无附件,0,无
【实践科】,关于公布第十四届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,2025-06-27,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14139,无附件,0,无
【实践科】,福州大学关于公布2025届本科生优秀毕业设计（论文）名单的通知,2025-06-24,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14134,无附件,0,无
【实践科】,福州大学关于公布大学生劳动教育实践基地立项名单的通知,2025-06-24,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14135,无附件,0,无
【实践科】,福州大学关于公布示范性校外实践教学基地立项名单的通知,2025-06-24,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14133,无附件,0,无
【质量办】,关于举办福州大学第七十二场“教学有道”暨数智课程建设与应用实操工作坊的通知,2025-06-24,https://jwch.fzu.edu.cn/info/1040/14131.htm,无附件,0,无
【实践科】,关于2025高教社杯全国大学生数学建模竞赛报名的通知,2025-06-23,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14128,无附件,0,无
【综合科】,关于更改2024-2025学年春季学期期末本科教育教学工作会议地点的通知,2025-06-23,https://jwch.fzu.edu.cn/info/1035/14127.htm,无附件,0,无
【教学运行】,关于做好期末复习考试及下学期开学等工作的通知,2025-06-21,https://jwch.fzu.edu.cn/info/1036/14126.htm,无附件,0,无
【教学运行】,福州大学关于印发2025—2026学年校历的通知,2025-06-20,https://jwch.fzu.edu.cn/info/1036/14125.htm,无附件,0,无
【综合科】,关于转发教育部高等教育司关于开展人工智能综合能力提升培训工作的通知,2025-06-19,https://jwch.fzu.edu.cn/info/1035/14124.htm,教育部高等教育司关于开展人工智能综合能力提升培训工作的通知（6月30日前）.pdf; （学院名称）——参加教育部人工智能综合能力提升培训工作情况 .xls,756; 555,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16486009; https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16486008
【计划科】,关于核对2025-2026学年第一学期通识教育选修课开课信息的有关通知,2025-06-19,https://jwch.fzu.edu.cn/info/1038/14123.htm,无附件,0,无
【教学运行】,关于2024-2025学年第二学期《高等数学A（中）》、《高等数学B（下）》和《高等数学C（下）》课程期末考试安排的通知,2025-06-18,https://jwch.fzu.edu.cn/info/1036/14121.htm,2402高数数学A中、B下、C下期末考-7.4上、下午.xlsx,606,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485393
【综合科】,关于召开2024-2025学年春季学期期末本科教育教学工作会议的通知,2025-06-18,https://jwch.fzu.edu.cn/info/1035/14120.htm,无附件,0,无
【教学运行】,关于2024-2025学年第二学期《大学物理A（上）》、《大学物理B（上）》、《大学物理C》课程期末考试安排的通知,2025-06-17,https://jwch.fzu.edu.cn/info/1036/14117.htm,2402大学物理A（上）、B（上）、C期末考-7.3上、下午.xlsx,413,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485022
【教学运行】,关于2024-2025学年第二学期《大学英语（三）》课程期末考试安排的通知,2025-06-17,https://jwch.fzu.edu.cn/info/1036/14116.htm,2402大学英语三期末考-6.29上、下午.xlsx,600,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485009
【教学运行】,关于2024-2025学年第二学期《英语专题》课程期末考试安排的通知,2025-06-17,https://jwch.fzu.edu.cn/info/1036/14115.htm,2402专题英语期末考-6.28上、下午.xlsx,453,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485008
【教学运行】,关于2025-2026学年第一学期本科生学期选课的通知,2025-06-16,https://jwch.fzu.edu.cn/info/1036/14114.htm,无附件,0,无
